Age,Income,PurchaseFrequency,Revenue,MarketingCost,CustomerID,Visitors,Purchases,Gender,Channel,Campaign,Impressions,Clicks,Churn
54,35065,17,2935,743,347,474,8,Male,Social Media,Summer Sale,8684,649,1
41,48670,7,3104,2534,348,710,4,Female,Social Media,Summer Sale,9444,359,0
66,64177,19,237,3756,349,815,2,Female,Email,Winter Sale,1272,696,1
19,81742,13,8864,593,350,129,3,Male,Email,Fall Sale,5435,732,0
42,50424,11,7739,2242,351,627,5,Male,TV,Spring Sale,9768,218,0
28,76548,5,5273,1802,352,952,8,Female,Direct Mail,Spring Sale,5905,972,0
29,67201,9,6019,900,353,415,2,Male,Social Media,Winter Sale,2093,963,0
54,52322,6,4823,3644,354,854,4,Male,Email,Spring Sale,6549,228,1
30,67632,14,707,3051,355,885,6,Female,Direct Mail,Winter Sale,1962,699,0
23,92982,1,2440,3958,356,348,6,Female,Email,Winter Sale,8840,245,0
19,93245,3,7394,4496,357,940,4,Male,Email,Fall Sale,8643,583,1
49,59273,5,8874,1886,358,190,7,Male,Direct Mail,Spring Sale,9104,196,0
56,80947,12,1652,1296,359,934,9,Male,Social Media,Spring Sale,5528,25,0
49,47233,10,8457,2298,360,922,9,Male,Direct Mail,Spring Sale,1824,530,0
20,61958,2,5605,2786,361,393,1,Female,Email,Winter Sale,4861,558,1
20,90091,11,328,288,362,222,1,Female,Radio,Fall Sale,5725,117,1
38,82036,1,9492,1188,363,683,7,Female,Direct Mail,Winter Sale,9543,2,1
25,67169,17,3842,365,364,847,9,Female,Email,Summer Sale,5741,728,0
54,53471,4,8306,591,365,352,6,Male,Direct Mail,Winter Sale,9083,431,0
49,49332,3,2489,2133,366,557,5,Female,Email,Fall Sale,7106,490,0
57,58220,9,1736,3045,367,555,4,Female,Social Media,Spring Sale,7102,598,1
32,86242,1,3734,4934,368,839,4,Female,Radio,Summer Sale,5891,109,0
39,59333,3,4973,3153,369,488,2,Female,Social Media,Fall Sale,9714,969,0
47,36621,1,8120,4905,370,786,1,Male,Direct Mail,Summer Sale,7052,523,0
68,30673,1,5437,919,371,426,6,Female,Social Media,Spring Sale,9265,597,0
31,63586,13,3348,115,372,342,2,Female,TV,Winter Sale,4172,207,1
49,73616,3,7415,4139,373,930,8,Male,TV,Winter Sale,1967,2,0
26,51739,12,7535,2769,374,276,5,Female,TV,Fall Sale,8813,723,1
60,89554,11,9612,4590,375,151,7,Female,Email,Summer Sale,5942,809,1
62,57131,6,3234,3359,376,955,5,Female,Direct Mail,Fall Sale,7972,707,1
41,62875,16,2592,2791,377,501,8,Female,Direct Mail,Summer Sale,9527,371,0
21,30894,9,3166,2113,378,197,1,Male,Email,Winter Sale,7533,776,0
57,51566,2,2899,2904,379,899,9,Female,Direct Mail,Winter Sale,3765,970,0
21,83706,10,9802,4304,380,357,3,Female,Direct Mail,Winter Sale,4320,177,1
39,30863,4,5081,1030,381,769,6,Female,TV,Spring Sale,5215,838,1
19,39345,5,9222,3857,382,589,4,Female,TV,Fall Sale,6985,356,1
44,56027,9,3827,3394,383,676,5,Male,Direct Mail,Winter Sale,4800,608,0
62,64096,16,7430,4084,384,261,5,Female,Radio,Spring Sale,5861,563,0
65,60232,14,2998,722,385,456,8,Male,Direct Mail,Summer Sale,8081,87,0
29,85363,19,1542,2924,386,871,8,Female,Social Media,Winter Sale,1595,45,1
31,87010,14,9420,2725,387,376,2,Male,Radio,Spring Sale,8006,939,1
56,35831,10,9732,2055,388,878,6,Male,TV,Fall Sale,1758,527,1
30,82012,7,5329,1798,389,824,3,Female,Direct Mail,Summer Sale,2243,840,0
19,94194,19,5888,1468,390,789,5,Female,Direct Mail,Winter Sale,6205,608,1
20,97392,16,6794,927,391,877,8,Male,Radio,Fall Sale,5077,610,1
54,90842,9,7194,1148,392,349,8,Female,TV,Spring Sale,4419,161,0
61,76275,15,733,2422,393,128,8,Female,Social Media,Fall Sale,1213,278,1
35,41869,12,4553,4850,394,440,4,Female,TV,Winter Sale,8160,580,1
29,46660,10,3764,3516,395,507,3,Male,Email,Winter Sale,4107,325,1
37,72167,11,388,4745,396,566,3,Male,Email,Spring Sale,9330,133,0
55,52451,13,3070,3216,397,592,6,Female,Social Media,Summer Sale,2461,436,1
53,99540,15,2641,3393,398,604,2,Male,Direct Mail,Fall Sale,7398,674,0
31,68592,6,2219,2447,399,568,3,Male,Direct Mail,Spring Sale,3833,618,0
39,94251,4,7726,2394,400,403,8,Male,Social Media,Spring Sale,7159,421,0
39,51277,8,1683,2780,401,769,4,Female,TV,Winter Sale,1606,806,0
23,91056,14,6143,234,402,245,7,Male,Radio,Spring Sale,4830,279,0
39,59081,6,7537,4470,403,329,5,Female,Email,Fall Sale,1837,106,0
24,39362,11,8917,106,404,976,5,Female,Radio,Spring Sale,9300,950,1
48,38992,6,1855,3432,405,296,4,Female,Social Media,Winter Sale,8397,319,1
63,34154,9,2609,4142,406,679,2,Female,TV,Fall Sale,1220,662,1
30,36015,4,4726,3029,407,737,2,Female,Email,Summer Sale,3904,700,1
49,44737,3,1301,2501,408,342,3,Male,Direct Mail,Fall Sale,5271,210,0
41,74274,15,7761,222,409,512,1,Male,Social Media,Fall Sale,7347,550,1
27,82814,11,2774,63,410,140,2,Female,Email,Summer Sale,1694,372,0
32,65526,11,8061,1256,411,263,4,Female,Direct Mail,Summer Sale,9138,209,1
20,97389,5,9809,3401,412,959,7,Female,Direct Mail,Summer Sale,1578,573,0
51,75259,16,8786,1789,413,410,9,Male,Radio,Fall Sale,4762,270,1
67,90902,8,3562,164,414,516,1,Female,Social Media,Summer Sale,3549,848,0
42,91291,16,2838,4433,415,591,4,Male,Email,Winter Sale,9408,83,0
55,81793,10,2455,2198,416,596,2,Female,Radio,Summer Sale,1522,647,1
55,55278,19,6881,978,417,578,9,Male,Radio,Summer Sale,7892,688,0
67,56339,12,8476,554,418,839,1,Male,Social Media,Fall Sale,7577,394,0
51,38142,7,7549,4431,419,239,6,Female,TV,Spring Sale,6471,515,0
47,95066,6,9805,2258,420,119,3,Male,Social Media,Winter Sale,7472,719,1
43,41253,9,2214,909,421,158,4,Female,Email,Fall Sale,2600,969,1
56,70842,9,3091,1246,422,929,9,Female,Social Media,Fall Sale,3489,690,1
33,60753,7,353,2324,423,274,7,Female,Social Media,Winter Sale,8750,913,0
27,68481,4,4109,78,424,862,3,Male,Email,Spring Sale,2766,474,1
59,92692,8,5260,3515,425,219,9,Male,Direct Mail,Fall Sale,8614,993,1
34,53471,1,2241,193,426,127,7,Female,Social Media,Winter Sale,4091,354,1
38,54099,19,1519,2179,427,174,2,Female,Social Media,Winter Sale,1294,83,1
30,58268,5,8260,3742,428,880,3,Male,TV,Winter Sale,5511,862,1
39,82872,12,878,59,429,469,5,Female,Direct Mail,Fall Sale,8212,964,0
54,33910,13,3810,2353,430,301,7,Female,Social Media,Summer Sale,4423,627,0
68,32269,9,3945,3917,431,905,3,Male,Email,Winter Sale,5170,887,1
32,89277,1,5471,4103,432,861,6,Female,Email,Summer Sale,3825,973,1
32,60253,4,3651,1136,433,569,5,Male,Radio,Spring Sale,4356,206,0
51,40114,8,1818,688,434,706,8,Male,Social Media,Spring Sale,7613,643,1
50,64694,1,4261,1917,435,919,6,Male,TV,Winter Sale,5697,903,0
44,41645,13,5957,4784,436,777,3,Male,TV,Winter Sale,8858,207,1
36,78206,18,9640,2583,437,646,2,Female,Email,Fall Sale,1668,963,1
54,45971,19,7387,3433,438,632,8,Female,Email,Fall Sale,4834,41,1
66,99194,3,5518,4015,439,296,2,Male,TV,Fall Sale,1626,973,1
57,66118,5,7858,4545,440,317,2,Female,Direct Mail,Winter Sale,9798,182,0
60,73036,9,5490,1461,441,708,2,Male,TV,Summer Sale,1489,520,0
62,93889,17,4391,1378,442,774,5,Female,Radio,Spring Sale,6492,227,1
30,80237,16,2238,1387,443,869,3,Female,Social Media,Winter Sale,9793,938,0
47,47894,2,6448,3581,444,784,4,Male,Direct Mail,Winter Sale,3725,925,1
63,30269,2,2233,833,445,718,2,Male,Email,Spring Sale,6074,670,0
28,67170,11,2874,2343,446,302,8,Male,TV,Spring Sale,1098,979,0
22,73555,2,9592,3543,447,329,9,Male,Direct Mail,Winter Sale,2798,386,0
56,39066,16,8844,2985,448,458,5,Female,TV,Winter Sale,7991,909,1
46,87468,19,4724,951,449,927,6,Female,TV,Winter Sale,1412,36,0
21,64384,10,8474,4399,450,995,9,Male,Direct Mail,Fall Sale,6221,857,0
69,31733,18,8051,3049,451,100,4,Male,Email,Winter Sale,6762,265,0
51,59528,6,9151,1827,452,779,8,Male,TV,Winter Sale,6568,889,1
18,52548,3,7012,895,453,885,2,Female,Radio,Winter Sale,7162,289,0
32,62247,15,2053,2347,454,270,4,Female,Email,Summer Sale,1647,675,1
25,61029,11,5315,1080,455,658,5,Male,Radio,Spring Sale,1751,865,1
62,49206,18,1236,2824,456,485,3,Female,Direct Mail,Winter Sale,4718,788,1
62,31394,1,7351,4747,457,763,8,Male,Radio,Fall Sale,8933,816,0
38,61476,6,7735,3434,458,349,5,Male,Direct Mail,Winter Sale,1281,513,1
66,82146,16,6056,972,459,732,8,Female,Social Media,Spring Sale,8153,351,1
34,33904,5,2647,1342,460,522,7,Male,Direct Mail,Fall Sale,1459,8,1
59,35342,3,461,1199,461,638,7,Male,TV,Summer Sale,6104,106,1
50,55544,12,3442,3651,462,337,7,Male,Radio,Fall Sale,7671,705,1
51,70689,1,4467,4602,463,496,4,Male,Social Media,Winter Sale,3509,723,0
30,95675,9,3478,4251,464,496,3,Female,Email,Winter Sale,2141,865,0
42,76145,18,6556,1516,465,415,5,Male,Social Media,Spring Sale,4044,72,1
60,34644,7,958,3904,466,259,4,Male,Radio,Fall Sale,7740,242,1
36,56698,15,5127,3433,467,790,6,Female,Social Media,Summer Sale,1649,405,1
28,95025,3,3164,653,468,937,7,Male,Social Media,Winter Sale,5992,302,1
30,90135,13,3091,3403,469,197,6,Female,Direct Mail,Spring Sale,2588,422,1
20,59634,8,7395,945,470,851,4,Male,TV,Fall Sale,6675,14,0
42,90897,15,6000,2766,471,723,3,Male,Direct Mail,Fall Sale,6960,89,0
62,67749,11,2638,4046,472,165,2,Female,Radio,Fall Sale,7519,272,1
53,57349,1,5493,4919,473,329,5,Male,Email,Spring Sale,9032,172,0
58,37094,18,1013,387,474,855,4,Male,TV,Spring Sale,4369,613,0
39,73852,4,6345,338,475,555,2,Male,TV,Fall Sale,3159,979,0
49,79394,4,4227,4432,476,666,1,Female,TV,Fall Sale,6802,480,1
67,82770,9,3666,4654,477,871,6,Female,Social Media,Winter Sale,3053,439,0
24,50068,17,6639,2269,478,429,4,Male,Email,Fall Sale,7307,911,1
68,47470,9,7120,2279,479,225,7,Male,Direct Mail,Spring Sale,9693,636,0
65,97215,2,2393,2940,480,296,1,Female,Email,Spring Sale,2961,117,0
68,76715,3,1785,1590,481,379,5,Female,Email,Winter Sale,8281,90,1
49,88115,2,7808,1997,482,624,5,Female,TV,Spring Sale,8286,179,1
62,46292,11,7075,3699,483,314,7,Male,TV,Fall Sale,2421,167,1
32,52787,19,6537,433,484,582,1,Male,Social Media,Winter Sale,8826,692,1
53,38595,17,3598,3091,485,357,1,Male,Direct Mail,Spring Sale,5566,716,0
64,83354,3,9569,4109,486,407,6,Male,TV,Summer Sale,1311,506,1
56,80108,3,1005,4255,487,493,2,Female,Email,Fall Sale,7558,281,0
53,79327,14,2221,3807,488,756,3,Female,Social Media,Summer Sale,6606,118,0
20,65378,7,6885,553,489,228,4,Female,TV,Summer Sale,3778,800,1
50,82700,16,3799,732,490,431,4,Male,Radio,Winter Sale,4225,929,0
69,92084,19,5895,69,491,562,8,Female,Social Media,Winter Sale,7277,163,1
23,93786,9,8533,2428,492,124,1,Female,Social Media,Fall Sale,8982,740,1
29,81287,4,6522,4902,493,827,9,Female,TV,Winter Sale,1398,56,1
36,79100,10,5741,797,494,974,9,Female,Radio,Winter Sale,2778,310,0
59,47976,15,1887,4627,495,140,1,Male,Social Media,Fall Sale,4765,58,1
28,46828,19,4370,3319,496,543,3,Male,Email,Spring Sale,1758,988,0
49,58159,16,327,4116,497,700,6,Female,Email,Winter Sale,4213,35,0
24,52146,12,4728,1524,498,558,1,Male,Radio,Fall Sale,2522,300,1
54,55741,2,5733,1971,499,642,7,Female,Social Media,Spring Sale,1714,646,1
40,56717,13,3660,3413,500,667,1,Female,TV,Summer Sale,3632,938,1
42,88220,10,4101,3777,501,516,4,Male,Direct Mail,Summer Sale,7484,9,1
49,75769,16,3769,2551,502,507,6,Female,Radio,Summer Sale,7468,236,1
21,43640,1,6243,876,503,980,2,Female,TV,Summer Sale,8949,173,1
32,92619,1,8036,1318,504,947,7,Female,Radio,Summer Sale,9213,996,0
60,83683,6,241,1449,505,691,6,Male,Direct Mail,Spring Sale,5594,189,1
20,53496,1,9288,3534,506,386,5,Female,Radio,Summer Sale,3303,965,0
39,52830,2,6927,1211,507,508,4,Female,TV,Spring Sale,9056,208,1
22,99479,10,2423,3903,508,137,3,Male,Email,Summer Sale,8000,692,0
25,75867,18,322,3136,509,811,7,Female,Email,Spring Sale,2034,245,0
68,85570,2,7508,1323,510,637,7,Female,Email,Spring Sale,3904,206,1
23,35253,17,9689,1962,511,299,1,Female,Radio,Spring Sale,9832,431,0
24,65672,10,2782,3103,512,185,4,Male,Radio,Fall Sale,3761,625,1
62,92011,12,5838,4409,513,169,3,Male,TV,Spring Sale,1601,108,0
64,71847,4,6850,1358,514,852,2,Male,Direct Mail,Fall Sale,6619,851,0
24,73072,2,3367,1531,515,637,4,Male,Radio,Winter Sale,8752,604,0
50,97954,10,2528,1253,516,187,7,Female,Direct Mail,Spring Sale,6385,357,0
35,55116,1,9759,4781,517,959,8,Male,Email,Winter Sale,5286,777,0
20,33354,7,954,1262,518,625,6,Male,TV,Spring Sale,5892,924,1
50,68801,12,3029,4261,519,902,5,Male,Social Media,Winter Sale,3771,525,0
62,78360,16,518,4711,520,393,3,Male,TV,Spring Sale,1181,652,1
67,71385,5,5091,3489,521,759,4,Female,Social Media,Spring Sale,2479,441,0
69,38689,16,2736,1216,522,384,4,Male,Email,Winter Sale,6087,89,1
30,66483,2,4929,4158,523,621,8,Male,Email,Spring Sale,4750,190,0
26,68019,14,1881,3279,524,162,3,Male,TV,Summer Sale,2787,679,0
63,88492,12,2071,3057,525,426,7,Male,Email,Winter Sale,6103,939,0
52,64137,7,7487,1754,526,626,8,Female,Email,Fall Sale,2993,500,1
52,98599,4,352,1936,527,463,5,Female,TV,Winter Sale,8649,307,1
38,38628,1,4211,1675,528,781,5,Female,Direct Mail,Summer Sale,3070,644,0
27,68798,19,1183,2839,529,363,9,Female,Email,Spring Sale,6776,245,1
31,52197,5,2163,743,530,926,6,Female,TV,Fall Sale,4481,537,0
62,67113,6,2489,4537,531,326,6,Male,Social Media,Spring Sale,5597,431,0
21,83173,6,1811,1467,532,352,7,Female,TV,Fall Sale,5996,365,1
32,70311,19,245,1898,533,815,5,Female,Social Media,Winter Sale,5121,159,0
64,55376,5,3550,1250,534,568,2,Female,Direct Mail,Fall Sale,6029,310,0
39,65850,12,6550,4720,535,572,1,Male,Social Media,Spring Sale,7337,753,1
49,77398,19,2823,4849,536,796,1,Female,Email,Fall Sale,5509,40,0
58,88528,11,3297,1548,537,820,3,Female,Social Media,Spring Sale,1926,349,0
61,52593,4,8209,948,538,827,1,Female,TV,Winter Sale,7088,101,1
36,95121,19,128,4889,539,220,3,Male,TV,Spring Sale,1506,55,1
31,80606,14,7337,3630,540,747,9,Female,Email,Fall Sale,2310,212,0
45,31306,8,9348,2317,541,420,4,Male,Email,Spring Sale,5140,350,1
69,59638,14,4736,4987,542,127,3,Female,Direct Mail,Summer Sale,3736,695,0
20,48614,2,9872,3861,543,887,2,Male,Radio,Summer Sale,4926,604,1
55,72047,4,4697,98,544,748,1,Female,Email,Winter Sale,7420,805,1
63,53639,13,9639,279,545,790,6,Female,Direct Mail,Summer Sale,4584,525,0
53,77608,19,490,4848,546,933,6,Male,Radio,Fall Sale,2000,2,0
69,46584,10,7895,1373,547,698,4,Female,Email,Summer Sale,9172,319,1
52,97345,17,3580,2294,548,443,2,Male,Radio,Winter Sale,1425,469,0
43,42206,19,8121,4640,549,459,8,Female,TV,Summer Sale,1108,987,0
34,60983,2,5697,3989,550,503,6,Male,Email,Spring Sale,7265,860,0
23,50458,10,4865,1560,551,982,2,Female,TV,Summer Sale,2681,328,1
69,48938,19,1353,2084,552,384,9,Male,Direct Mail,Winter Sale,7322,904,0
60,83588,13,7902,2693,553,479,8,Male,Direct Mail,Fall Sale,6527,561,0
31,81543,13,6823,2978,554,889,2,Male,Social Media,Spring Sale,2827,152,0
23,50081,9,7419,391,555,518,3,Female,Social Media,Spring Sale,7236,711,1
38,73767,2,9363,3755,556,536,8,Male,Direct Mail,Winter Sale,3969,8,1
28,45973,15,401,1911,557,709,6,Female,Radio,Spring Sale,9785,682,1
51,53423,10,2367,3224,558,772,1,Male,Email,Spring Sale,1963,545,0
34,60848,17,7832,1151,559,149,5,Male,Direct Mail,Spring Sale,8235,743,0
33,31385,18,1898,467,560,948,9,Female,Social Media,Summer Sale,4011,112,0
53,45365,8,1689,3875,561,131,9,Female,Direct Mail,Winter Sale,2359,623,0
69,79408,3,1506,3503,562,244,4,Male,Radio,Spring Sale,6350,839,1
67,45580,16,8552,511,563,650,7,Female,Direct Mail,Winter Sale,2840,406,1
27,45962,1,1824,2380,564,366,3,Male,TV,Summer Sale,8742,174,0
45,53104,16,3373,4897,565,825,8,Male,Radio,Spring Sale,6165,964,0
69,67158,11,3130,2582,566,166,6,Female,TV,Fall Sale,7166,521,0
57,44462,4,6870,2392,567,953,8,Female,Radio,Fall Sale,5636,212,0
43,61152,6,8946,3810,568,192,6,Male,Email,Fall Sale,2534,264,1
57,52776,9,3773,2987,569,771,4,Male,Email,Spring Sale,4867,70,1
34,51598,6,4673,2929,570,612,9,Female,TV,Fall Sale,4098,293,0
31,77321,7,8514,3542,571,634,8,Male,Email,Summer Sale,7287,686,0
38,55823,6,7801,1405,572,497,7,Female,Radio,Fall Sale,7200,971,0
54,50839,3,2347,3896,573,805,7,Male,TV,Fall Sale,9223,517,1
61,55520,13,4949,1535,574,244,3,Female,Email,Winter Sale,6072,868,1
46,81095,5,3093,608,575,793,6,Female,Radio,Winter Sale,1242,989,0
31,61175,7,4992,1071,576,972,7,Female,Email,Winter Sale,2661,708,0
60,67298,18,1439,1528,577,401,7,Female,Social Media,Spring Sale,4390,371,0
65,56637,16,7608,1448,578,588,4,Male,Email,Winter Sale,6133,949,1
68,35677,9,2921,1787,579,194,4,Female,Email,Spring Sale,7167,768,0
25,48124,18,7386,1925,580,313,7,Female,Email,Winter Sale,2837,534,1
20,74222,3,3451,4104,581,813,7,Female,Radio,Summer Sale,8386,110,0
57,61214,13,171,180,582,304,1,Male,Direct Mail,Winter Sale,3099,608,0
63,99459,5,4011,2293,583,433,7,Male,TV,Spring Sale,1588,194,1
68,57167,7,7588,3192,584,650,6,Female,Social Media,Winter Sale,2423,51,0
24,39386,3,5132,1523,585,444,3,Male,Radio,Fall Sale,4516,885,1
38,73783,17,5512,3044,586,219,8,Male,TV,Summer Sale,9030,715,0
68,97778,19,6613,1696,587,733,3,Male,Direct Mail,Summer Sale,5407,765,1
22,98156,5,312,1031,588,590,5,Male,TV,Fall Sale,8490,753,1
41,67521,13,8283,754,589,709,1,Male,Social Media,Fall Sale,4700,312,1
18,54855,7,2279,3067,590,381,7,Female,Email,Spring Sale,9681,800,0
49,49517,1,3361,1185,591,539,8,Female,Email,Summer Sale,5593,173,0
68,89107,14,8173,4555,592,502,6,Male,Direct Mail,Summer Sale,6127,348,0
20,93426,11,3950,1941,593,781,8,Male,Radio,Fall Sale,1959,229,0
60,65753,19,3132,2132,594,570,5,Female,Email,Fall Sale,5122,620,1
58,71067,19,6072,4101,595,286,7,Male,Radio,Fall Sale,1463,447,1
27,70811,15,5201,4354,596,745,1,Female,Direct Mail,Spring Sale,3232,109,0
65,62725,3,7767,4118,597,301,4,Male,Email,Fall Sale,2424,844,0
24,96764,3,7778,2071,598,124,8,Female,Radio,Summer Sale,8694,253,0
58,61574,5,7624,2434,599,827,7,Male,Radio,Spring Sale,1331,693,0
54,77744,18,6818,2083,600,323,1,Female,Radio,Fall Sale,3089,530,1
50,53820,4,6459,2379,601,172,7,Male,TV,Winter Sale,1988,613,1
34,86152,11,9987,2923,602,168,3,Female,Radio,Summer Sale,2554,410,0
57,90505,10,7256,2403,603,223,5,Male,TV,Spring Sale,2782,427,1
44,39797,12,4766,4401,604,276,9,Male,Radio,Winter Sale,9814,787,0
19,43957,11,3054,1816,605,794,4,Female,TV,Summer Sale,5186,20,1
47,43957,19,4907,2246,606,595,2,Female,TV,Summer Sale,3458,961,0
29,53600,9,7778,4187,607,774,2,Female,Email,Summer Sale,9034,601,1
50,36517,18,8255,950,608,138,2,Male,Direct Mail,Winter Sale,8674,929,1
65,66747,19,1844,3472,609,901,1,Male,Direct Mail,Winter Sale,4086,497,0
33,37958,1,9304,4232,610,368,7,Male,Social Media,Winter Sale,8221,148,1
29,38887,15,9040,138,611,271,5,Male,Email,Summer Sale,8231,327,0
34,96178,9,1588,1688,612,983,4,Female,Radio,Summer Sale,5153,147,0
43,99487,5,2721,2608,613,445,2,Male,Social Media,Spring Sale,5567,348,0
25,47476,11,9590,3163,614,467,7,Male,Radio,Winter Sale,5509,511,1
34,58596,10,6180,2496,615,577,5,Female,Direct Mail,Summer Sale,5488,175,0
69,91201,17,6004,4126,616,826,5,Male,Social Media,Fall Sale,8450,181,0
47,52479,5,4556,1980,617,295,5,Female,Radio,Spring Sale,5630,1,1
54,80172,14,5404,468,618,196,8,Female,TV,Summer Sale,1435,43,0
57,77540,12,3039,4982,619,131,5,Male,Direct Mail,Summer Sale,9762,42,1
67,41006,11,9503,1692,620,721,8,Female,Social Media,Spring Sale,7398,958,1
51,43422,1,6877,113,621,540,4,Female,Email,Spring Sale,8207,466,0
25,85872,11,6548,4207,622,366,2,Male,Social Media,Fall Sale,6705,724,0
39,94145,14,7630,1519,623,482,7,Female,Direct Mail,Winter Sale,6124,436,0
56,42928,17,2369,1280,624,372,6,Female,Social Media,Spring Sale,5481,289,0
58,66244,10,890,4987,625,847,8,Male,Direct Mail,Spring Sale,3289,532,0
26,79510,11,3778,2720,626,920,2,Male,Social Media,Fall Sale,8890,426,0
63,63538,17,9764,3568,627,245,2,Female,Direct Mail,Summer Sale,6026,275,0
54,72966,17,6739,499,628,972,7,Female,Email,Summer Sale,1609,953,0
52,30698,9,5461,560,629,329,9,Female,Email,Fall Sale,6800,943,0
50,35119,6,6617,1774,630,896,9,Male,Direct Mail,Summer Sale,5821,751,1
67,64696,4,6043,4941,631,945,7,Male,Radio,Spring Sale,8574,887,0
40,57026,12,4653,2253,632,525,9,Male,TV,Spring Sale,4583,358,1
52,65799,10,7641,2858,633,706,3,Male,Direct Mail,Spring Sale,9929,126,1
63,62121,13,8399,2695,634,890,2,Male,Direct Mail,Fall Sale,1621,669,0
27,50566,16,1589,4427,635,367,1,Male,Email,Summer Sale,2279,31,1
45,45720,15,2919,1240,636,390,5,Male,Email,Spring Sale,1515,390,1
30,71704,5,8045,1356,637,246,6,Male,Direct Mail,Winter Sale,9639,500,1
57,92501,14,3924,988,638,146,7,Female,Direct Mail,Winter Sale,7004,809,0
59,57080,12,5687,2709,639,274,5,Male,Radio,Winter Sale,4749,156,1
25,85555,4,3905,701,640,536,3,Female,Radio,Fall Sale,5779,810,1
30,74077,2,4013,160,641,585,2,Male,TV,Fall Sale,5099,984,1
60,51760,10,4419,2629,642,957,7,Female,Direct Mail,Winter Sale,9455,145,1
52,44657,18,9484,2041,643,469,2,Female,TV,Summer Sale,3621,649,1
30,80887,5,7080,2320,644,213,4,Male,Radio,Spring Sale,3231,926,1
63,96838,7,1666,3935,645,196,9,Female,Direct Mail,Fall Sale,5783,818,1
28,52888,19,7083,2846,646,730,2,Female,Direct Mail,Summer Sale,4729,985,0
37,48050,13,1884,2944,647,147,7,Female,Social Media,Summer Sale,5330,886,0
21,36496,14,4578,3896,648,605,7,Female,Radio,Fall Sale,8431,773,0
50,97614,12,4668,3081,649,876,6,Female,Social Media,Spring Sale,4842,213,1
55,33250,5,7682,2300,650,145,5,Male,Direct Mail,Spring Sale,5897,174,0
67,84400,9,9849,3054,651,980,3,Male,Social Media,Fall Sale,2226,7,0
31,72257,15,3905,4471,652,275,8,Female,Direct Mail,Summer Sale,8472,87,0
51,39041,14,6592,622,653,496,4,Male,Email,Spring Sale,1993,330,1
67,81063,7,5560,4887,654,534,5,Male,Direct Mail,Spring Sale,8279,55,0
36,37792,8,5475,1313,655,450,4,Female,Social Media,Spring Sale,1791,611,1
25,54175,18,2370,2119,656,636,7,Male,TV,Fall Sale,5408,763,0
19,91334,14,8587,2212,657,633,1,Female,Social Media,Winter Sale,1763,475,1
64,40792,19,8794,4550,658,772,4,Female,TV,Summer Sale,6932,868,0
34,65901,16,840,1569,659,104,8,Male,Radio,Winter Sale,4867,718,0
64,66270,17,9953,4773,660,184,7,Female,Radio,Spring Sale,9865,927,0
32,86548,3,377,1402,661,611,6,Female,Direct Mail,Summer Sale,6933,534,1
38,85398,18,4145,3474,662,919,2,Female,TV,Fall Sale,9325,362,0
22,96362,16,8866,1627,663,717,8,Female,Direct Mail,Fall Sale,9349,781,0
65,90950,7,4419,3777,664,538,2,Male,Social Media,Winter Sale,7223,492,0
54,34697,6,3401,603,665,795,2,Male,TV,Fall Sale,7132,734,1
42,34763,5,1590,3590,666,772,7,Male,Social Media,Summer Sale,7237,794,1
46,58383,16,3028,678,667,841,7,Male,Direct Mail,Spring Sale,6042,845,0
23,62692,19,3848,3551,668,223,9,Male,Social Media,Spring Sale,5941,499,1
69,93636,11,6098,2806,669,693,6,Male,TV,Summer Sale,1005,398,0
29,41139,12,6045,701,670,504,3,Female,Radio,Spring Sale,6178,737,1
34,85451,9,4200,2681,671,960,8,Female,Direct Mail,Winter Sale,7629,916,0
50,54466,16,2913,4577,672,841,1,Male,Email,Summer Sale,8235,290,1
53,76288,18,2494,3789,673,325,8,Female,Email,Winter Sale,3865,291,0
51,34008,18,2732,3082,674,729,1,Female,TV,Summer Sale,8540,732,0
25,85431,11,2179,2454,675,822,1,Female,Radio,Fall Sale,6063,673,0
58,49069,17,7993,3731,676,522,1,Male,TV,Summer Sale,4626,548,0
22,37072,12,6891,2915,677,602,7,Male,TV,Fall Sale,1892,102,1
66,34499,5,2009,3168,678,689,8,Male,TV,Summer Sale,8764,943,1
68,81385,14,2920,4947,679,492,7,Male,TV,Fall Sale,1191,93,1
28,72079,8,5469,2385,680,902,1,Male,Email,Summer Sale,5401,471,0
21,53554,17,2438,3870,681,498,1,Female,Email,Spring Sale,4825,19,0
55,42417,9,7751,2038,682,935,4,Female,TV,Spring Sale,6346,220,0
33,46363,6,1221,4484,683,264,7,Female,Email,Spring Sale,7626,657,1
22,96792,4,6929,2458,684,619,7,Male,Email,Winter Sale,5543,99,0
27,60478,4,6457,421,685,881,5,Male,Email,Summer Sale,7281,225,1
21,43872,7,3427,1019,686,413,9,Female,Direct Mail,Winter Sale,1558,45,0
56,48891,13,9230,1670,687,723,4,Female,Radio,Winter Sale,2560,349,0
41,40455,10,5333,4135,688,727,3,Male,Email,Spring Sale,2073,640,0
31,88915,16,3917,771,689,296,5,Female,Direct Mail,Summer Sale,1371,761,1
52,68904,1,4654,3795,690,778,8,Male,Direct Mail,Winter Sale,9150,270,0
55,65361,2,9498,3480,691,359,7,Male,Radio,Spring Sale,3467,803,0
43,98690,4,9373,4452,692,113,1,Male,Direct Mail,Fall Sale,7158,291,0
